transaction_id,sender_id,receiver_id,amount,currency,timestamp,channel
T0000104,C00010,C00064,57301.29,SEK,2026-01-09 14:41:17,card
T0000105,C00063,C00060,23938.34,SEK,2026-01-09 18:27:13,transfer
T0000106,C00049,C00039,13773.97,SEK,2026-01-09 18:42:16,card
T0000107,C00009,C00100,7076.78,SEK,2026-01-09 19:22:53,card
T0000108,C00042,C00063,50116.44,SEK,2026-01-09 19:32:19,transfer
T0000109,C00026,C00048,23917.04,SEK,2026-01-09 19:49:58,transfer
T0000110,C00077,C00029,5818.34,SEK,2026-01-09 23:08:56,transfer
T0000111,C00109,C00070,36027.4,SEK,2026-01-09 23:56:51,transfer
T0000112,C00098,C00060,25397.78,SEK,2026-01-10 01:40:28,transfer
T0000113,C00054,C00022,39814.97,SEK,2026-01-10 02:45:49,transfer
T0000114,C00012,C00022,21452.82,SEK,2026-01-10 03:19:07,transfer
T0000115,C00055,C00020,3209.17,SEK,2026-01-10 03:41:09,transfer
T0000116,C00001,C00031,14796.54,SEK,2026-01-10 05:02:16,transfer
T0000117,C00026,C00086,2104.5,SEK,2026-01-10 06:11:14,transfer
T0000118,C00095,C00006,2414.68,SEK,2026-01-10 06:16:01,transfer
T0000119,C00100,C00001,3523.15,SEK,2026-01-10 07:31:10,transfer
T0000120,C00043,C00001,2228.39,SEK,2026-01-10 09:02:36,transfer
T0000121,C00096,C00001,4504.97,SEK,2026-01-10 09:24:18,transfer
T0000122,C00014,C00001,4887.92,SEK,2026-01-10 09:41:16,transfer
T0000123,C00007,C00064,13272.58,SEK,2026-01-10 10:37:21,card
T0000124,C00106,C00001,4647.27,SEK,2026-01-10 10:58:49,transfer
T0000125,C00060,C00017,3190.78,SEK,2026-01-10 12:25:48,transfer
T0000126,C00063,C00005,46145.17,SEK,2026-01-10 12:33:28,transfer
T0000127,C00088,C00001,3032.94,SEK,2026-01-10 15:06:52,transfer
T0000128,C00087,C00054,2513.68,SEK,2026-01-10 15:07:13,transfer
T0000129,C00093,C00021,5195.79,SEK,2026-01-10 15:21:49,card
T0000130,C00077,C00048,39308.41,SEK,2026-01-10 16:32:44,transfer
T0000131,C00071,C00001,3232.79,SEK,2026-01-10 16:56:47,transfer
T0000132,C00035,C00040,12521.87,SEK,2026-01-10 19:21:23,transfer
T0000133,C00059,C00084,17571.6,SEK,2026-01-10 20:50:24,transfer
T0000134,C00119,C00001,5431.1,SEK,2026-01-10 21:07:53,transfer
T0000135,C00119,C00035,15570.83,SEK,2026-01-10 21:09:56,card
T0000136,C00105,C00001,5029.73,SEK,2026-01-11 01:32:33,transfer
T0000137,C00054,C00012,35918.48,SEK,2026-01-11 02:37:00,transfer
T0000138,C00065,C00109,1331.15,SEK,2026-01-11 02:55:55,transfer
T0000139,C00075,C00030,4814.85,SEK,2026-01-11 03:46:59,transfer
T0000140,C00038,C00001,2610.83,SEK,2026-01-11 06:17:24,transfer
T0000141,C00044,C00063,26317.57,SEK,2026-01-11 06:21:39,transfer
T0000142,C00024,C00113,7178.14,SEK,2026-01-11 06:36:11,transfer
T0000143,C00041,C00045,8477.06,SEK,2026-01-11 06:47:15,card
T0000144,C00113,C00034,13753.93,SEK,2026-01-11 07:11:52,transfer
T0000145,C00061,C00001,5049.08,SEK,2026-01-11 08:06:47,transfer
T0000146,C00116,C00059,6799.83,SEK,2026-01-11 08:15:35,transfer
T0000147,C00005,C00097,97876.07,SEK,2026-01-11 08:34:11,transfer
T0000148,C00104,C00057,17975.16,SEK,2026-01-11 08:57:44,transfer
T0000149,C00019,C00104,104072.55,SEK,2026-01-11 12:05:01,card
T0000150,C00098,C00044,30551.57,SEK,2026-01-11 12:06:05,transfer
T0000151,C00059,C00093,22272.24,SEK,2026-01-11 12:52:23,transfer
T0000152,C00041,C00001,3070.52,SEK,2026-01-11 14:04:32,transfer
T0000153,C00070,C00104,49227.46,SEK,2026-01-11 15:33:38,transfer
T0000154,C00085,C00057,8594.49,SEK,2026-01-11 18:18:12,transfer
T0000155,C00044,C00098,21124.85,SEK,2026-01-11 19:01:15,transfer
T0000156,C00028,C00042,10670.15,SEK,2026-01-11 20:01:24,transfer
T0000157,C00062,C00076,13833.8,SEK,2026-01-11 20:44:05,transfer
T0000158,C00111,C00062,17934.01,SEK,2026-01-11 21:46:22,transfer
T0000159,C00093,C00030,5133.02,SEK,2026-01-11 23:31:07,transfer
T0000160,C00058,C00046,61200.42,SEK,2026-01-11 23:47:41,card
T0000161,C00028,C00077,5943.53,SEK,2026-01-12 03:40:02,card
T0000162,C00066,C00031,87225.98,SEK,2026-01-12 05:52:27,transfer
T0000163,C00017,C00116,5199.98,SEK,2026-01-12 11:33:09,transfer
T0000164,C00001,C00058,41761.37,SEK,2026-01-12 12:08:28,transfer
T0000165,C00069,C00030,3526.11,SEK,2026-01-12 13:09:19,transfer
T0000166,C00076,C00038,5430.37,SEK,2026-01-12 16:57:02,transfer
T0000167,C00025,C00060,21732.82,SEK,2026-01-12 20:27:43,transfer
T0000168,C00012,C00026,33846.29,SEK,2026-01-12 23:59:55,transfer
T0000169,C00068,C00025,34598.35,SEK,2026-01-13 00:53:07,transfer
T0000170,C00080,C00092,11474.81,SEK,2026-01-13 04:09:58,transfer
T0000171,C00050,C00015,16509.38,SEK,2026-01-13 05:21:00,transfer
T0000172,C00072,C00060,32993.73,SEK,2026-01-13 05:22:58,transfer
T0000173,C00109,C00002,29182.06,SEK,2026-01-13 05:49:45,transfer
T0000174,C00041,C00023,2502.19,SEK,2026-01-13 07:29:35,transfer
T0000175,C00104,C00109,39090.15,SEK,2026-01-13 07:46:36,transfer
T0000176,C00076,C00115,3274.09,SEK,2026-01-13 10:51:26,transfer
T0000177,C00102,C00092,2315.59,SEK,2026-01-13 17:12:17,transfer
T0000178,C00090,C00012,38386.58,SEK,2026-01-13 18:57:07,transfer
T0000179,C00024,C00077,4956.22,SEK,2026-01-13 20:22:43,card
T0000180,C00045,C00097,11378.51,SEK,2026-01-13 22:38:24,transfer
T0000181,C00086,C00011,3976.1,SEK,2026-01-14 00:49:47,transfer
T0000182,C00030,C00072,13907.76,SEK,2026-01-14 01:10:47,transfer
T0000183,C00104,C00057,19120.47,SEK,2026-01-14 09:38:55,transfer
T0000184,C00003,C00100,6741.1,SEK,2026-01-14 10:50:56,card
T0000185,C00029,C00082,14293.81,SEK,2026-01-14 11:12:26,transfer
T0000186,C00062,C00076,4826.31,SEK,2026-01-14 13:57:10,card
T0000187,C00063,C00025,34783.67,SEK,2026-01-14 14:52:46,transfer
T0000188,C00057,C00072,3346.88,SEK,2026-01-14 16:05:57,card
T0000189,C00049,C00051,8057.65,SEK,2026-01-14 16:09:51,transfer
T0000190,C00115,C00023,111578.68,SEK,2026-01-14 17:43:03,card
T0000191,C00015,C00018,13427.61,SEK,2026-01-14 17:46:16,transfer
T0000192,C00119,C00035,9384.64,SEK,2026-01-14 21:27:50,transfer
T0000193,C00024,C00077,10715.46,SEK,2026-01-15 00:16:57,transfer
T0000194,C00072,C00044,42380.53,SEK,2026-01-15 01:01:03,transfer
T0000195,C00111,C00062,11241.61,SEK,2026-01-15 01:14:45,card
T0000196,C00035,C00040,6551.05,SEK,2026-01-15 01:22:06,transfer
T0000197,C00094,C00032,6165.91,SEK,2026-01-15 02:18:29,transfer
T0000198,C00046,C00080,3757.61,SEK,2026-01-15 02:25:33,transfer
T0000199,C00046,C00012,31484.55,SEK,2026-01-15 04:12:30,transfer
T0000200,C00076,C00099,3220.81,SEK,2026-01-15 05:21:24,transfer
T0000201,C00099,C00096,5181.34,SEK,2026-01-15 05:38:14,card
T0000202,C00094,C00105,8156.33,SEK,2026-01-15 06:15:43,transfer
T0000203,C00029,C00003,13259.1,SEK,2026-01-15 06:30:14,transfer
T0000204,C00005,C00097,22421.04,SEK,2026-01-15 06:56:15,transfer
T0000205,C00097,C00078,16970.82,SEK,2026-01-15 10:40:30,transfer
T0000206,C00103,C00102,28211.22,SEK,2026-01-15 13:29:19,transfer
T0000207,C00009,C00120,11777.65,SEK,2026-01-15 13:30:44,card
T0000208,C00003,C00038,9165.29,SEK,2026-01-15 13:31:11,card
T0000209,C00064,C00070,3069.96,SEK,2026-01-15 14:14:34,card
T0000210,C00025,C00098,8191.19,SEK,2026-01-15 14:20:18,transfer
T0000211,C00114,C00013,95084.31,SEK,2026-01-15 14:44:26,transfer
T0000212,C00071,C00093,6247.41,SEK,2026-01-15 15:41:07,transfer
T0000213,C00086,C00036,4084.81,SEK,2026-01-15 18:12:08,transfer
T0000214,C00061,C00010,6477.69,SEK,2026-01-15 19:48:17,transfer
T0000215,C00019,C00055,30120.11,SEK,2026-01-15 22:33:12,transfer
T0000216,C00080,C00007,1193.95,SEK,2026-01-16 02:20:06,transfer
T0000217,C00118,C00100,32176.31,SEK,2026-01-16 07:50:52,card
T0000218,C00032,C00010,11220.01,SEK,2026-01-16 08:21:26,transfer
T0000219,C00078,C00056,13038.72,SEK,2026-01-16 08:36:05,transfer
T0000220,C00063,C00072,34616.84,SEK,2026-01-16 09:38:40,transfer
T0000221,C00109,C00070,35215.93,SEK,2026-01-16 13:35:03,transfer
T0000222,C00108,C00066,12962.23,SEK,2026-01-16 13:39:42,card
T0000223,C00033,C00064,12108.28,SEK,2026-01-16 14:49:38,transfer
T0000224,C00017,C00114,4976.17,SEK,2026-01-16 15:38:00,card
T0000225,C00046,C00008,2064.75,SEK,2026-01-16 16:55:49,transfer
T0000226,C00107,C00041,1033.24,SEK,2026-01-16 18:24:35,transfer
T0000227,C00032,C00084,14215.06,SEK,2026-01-16 18:25:10,transfer
T0000228,C00045,C00051,9110.28,SEK,2026-01-16 18:30:11,transfer
T0000229,C00007,C00088,13587.24,SEK,2026-01-16 18:50:46,transfer
T0000230,C00074,C00100,5070.22,SEK,2026-01-16 20:45:41,transfer
T0000231,C00050,C00040,11895.71,SEK,2026-01-16 22:47:40,transfer
T0000232,C00048,C00116,3122.15,SEK,2026-01-16 23:14:49,card
T0000233,C00045,C00025,6598.4,SEK,2026-01-17 02:05:08,transfer
T0000234,C00049,C00060,32872.69,SEK,2026-01-17 03:59:22,transfer
T0000235,C00078,C00092,26839.77,SEK,2026-01-17 04:44:28,transfer
T0000236,C00016,C00048,128544.26,SEK,2026-01-17 05:55:15,transfer
T0000237,C00021,C00043,2253.82,SEK,2026-01-17 06:17:50,transfer
T0000238,C00035,C00096,11136.71,SEK,2026-01-17 08:22:44,transfer
T0000239,C00042,C00063,34051.13,SEK,2026-01-17 08:41:04,transfer
T0000240,C00089,C00049,11948.46,SEK,2026-01-17 13:01:45,transfer
T0000241,C00106,C00099,4635.5,SEK,2026-01-17 17:26:05,transfer
T0000242,C00063,C00005,33145.69,SEK,2026-01-17 18:17:50,transfer
T0000243,C00062,C00025,2387.69,SEK,2026-01-17 20:32:37,transfer
T0000244,C00104,C00096,44076.35,SEK,2026-01-17 21:06:46,transfer
T0000245,C00028,C00042,10921.49,SEK,2026-01-17 23:49:00,transfer
T0000246,C00011,C00060,7861.93,SEK,2026-01-18 00:49:50,transfer
T0000247,C00001,C00031,2877.06,SEK,2026-01-18 01:28:41,card
T0000248,C00068,C00064,29370.83,SEK,2026-01-18 03:59:27,card
T0000249,C00094,C00105,12344.8,SEK,2026-01-18 04:15:49,card
T0000250,C00102,C00070,2723.37,SEK,2026-01-18 06:30:43,transfer
T0000251,C00106,C00023,4399.93,SEK,2026-01-18 07:22:18,transfer
T0000252,C00069,C00104,38284.73,SEK,2026-01-18 07:25:30,transfer
T0000253,C00079,C00028,22188.21,SEK,2026-01-18 07:35:26,transfer
T0000254,C00022,C00026,25356.46,SEK,2026-01-18 07:53:11,transfer
T0000255,C00035,C00033,25734.87,SEK,2026-01-18 08:30:02,transfer
T0000256,C00005,C00034,35030.82,SEK,2026-01-18 10:24:27,transfer
T0000257,C00058,C00078,107275.53,SEK,2026-01-18 11:50:58,card
T0000258,C00011,C00039,8608.21,SEK,2026-01-18 14:07:59,card
T0000259,C00011,C00060,6314.11,SEK,2026-01-18 15:46:20,transfer
T0000260,C00034,C00022,96270.03,SEK,2026-01-18 15:59:59,card
T0000261,C00050,C00057,8436.42,SEK,2026-01-18 16:19:28,transfer
T0000262,C00059,C00084,8177.47,SEK,2026-01-18 19:03:36,transfer
T0000263,C00083,C00025,7393.04,SEK,2026-01-18 20:21:50,transfer
T0000264,C00061,C00091,10599.85,SEK,2026-01-18 21:55:26,transfer
T0000265,C00071,C00093,5078.22,SEK,2026-01-19 00:17:12,transfer
T0000266,C00058,C00030,99767.03,SEK,2026-01-19 01:06:03,transfer
T0000267,C00058,C00119,44235.29,SEK,2026-01-19 02:51:42,transfer
T0000268,C00087,C00054,4276.06,SEK,2026-01-19 04:01:49,card
T0000269,C00010,C00012,56844.66,SEK,2026-01-19 04:23:45,transfer
T0000270,C00009,C00028,5916.53,SEK,2026-01-19 06:49:35,transfer
T0000271,C00048,C00035,3395.22,SEK,2026-01-19 06:55:24,transfer
T0000272,C00030,C00094,18734.14,SEK,2026-01-19 09:18:30,transfer
T0000273,C00013,C00036,21354.36,SEK,2026-01-19 10:45:39,transfer
T0000274,C00070,C00091,2397.61,SEK,2026-01-19 12:21:20,card
T0000275,C00037,C00016,2543.28,SEK,2026-01-19 12:53:34,card
T0000276,C00056,C00094,11666.25,SEK,2026-01-19 16:12:48,transfer
T0000277,C00109,C00057,26026.2,SEK,2026-01-19 17:46:53,transfer
T0000278,C00113,C00080,11397.4,SEK,2026-01-19 19:28:02,transfer
T0000279,C00026,C00077,49322.86,SEK,2026-01-19 20:11:46,transfer
T0000280,C00107,C00041,1295.22,SEK,2026-01-19 20:33:23,transfer
T0000281,C00093,C00025,7196.78,SEK,2026-01-19 20:57:19,card
T0000282,C00069,C00070,40891.89,SEK,2026-01-19 21:22:53,transfer
T0000283,C00109,C00057,45648.49,SEK,2026-01-19 23:38:40,transfer
T0000284,C00084,C00094,4092.05,SEK,2026-01-20 00:45:45,transfer
T0000285,C00049,C00084,2277.44,SEK,2026-01-20 02:03:57,transfer
T0000286,C00095,C00005,1841.41,SEK,2026-01-20 07:19:30,transfer
T0000287,C00113,C00080,9393.0,SEK,2026-01-20 09:55:46,card
T0000288,C00013,C00071,10382.12,SEK,2026-01-20 14:37:26,card
T0000289,C00069,C00070,35044.86,SEK,2026-01-20 20:07:11,transfer
T0000290,C00110,C00009,1433.71,SEK,2026-01-20 20:10:57,transfer
T0000291,C00055,C00068,4106.53,SEK,2026-01-20 20:43:49,transfer
T0000292,C00103,C00100,19932.95,SEK,2026-01-20 21:21:17,card
T0000293,C00005,C00085,40875.28,SEK,2026-01-20 21:38:01,transfer
T0000294,C00046,C00022,22757.09,SEK,2026-01-20 23:08:42,transfer
T0000295,C00108,C00011,52814.34,SEK,2026-01-21 00:03:52,transfer
T0000296,C00026,C00108,5719.23,SEK,2026-01-21 03:11:23,card
T0000297,C00085,C00008,15419.0,SEK,2026-01-21 08:49:57,transfer
T0000298,C00088,C00115,44296.36,SEK,2026-01-21 10:31:30,transfer
T0000299,C00115,C00120,112576.55,SEK,2026-01-21 12:35:31,card
T0000300,C00106,C00020,3517.91,SEK,2026-01-21 13:00:19,transfer
T0000301,C00101,C00004,25461.27,SEK,2026-01-21 14:28:32,card
T0000302,C00043,C00105,9420.71,SEK,2026-01-21 15:05:29,transfer
T0000303,C00030,C00094,14093.64,SEK,2026-01-21 15:13:37,transfer
T0000304,C00084,C00094,1450.45,SEK,2026-01-21 15:31:58,transfer
T0000305,C00109,C00002,22778.92,SEK,2026-01-21 15:33:47,transfer
T0000306,C00084,C00094,3429.43,SEK,2026-01-21 19:29:08,transfer
T0000307,C00114,C00057,73787.9,SEK,2026-01-21 20:02:06,transfer
T0000308,C00050,C00057,18050.17,SEK,2026-01-21 20:19:05,transfer
T0000309,C00087,C00054,4208.16,SEK,2026-01-21 20:30:15,transfer
T0000310,C00096,C00025,12945.75,SEK,2026-01-21 21:11:29,transfer
T0000311,C00093,C00096,8793.12,SEK,2026-01-21 22:30:49,transfer
T0000312,C00077,C00026,29007.95,SEK,2026-01-21 22:39:31,transfer
T0000313,C00011,C00039,2626.06,SEK,2026-01-22 00:31:23,transfer
T0000314,C00060,C00017,7142.81,SEK,2026-01-22 01:15:45,transfer
T0000315,C00072,C00063,46799.28,SEK,2026-01-22 04:01:13,transfer
T0000316,C00077,C00022,30102.46,SEK,2026-01-22 08:14:13,transfer
T0000317,C00106,C00107,4509.35,SEK,2026-01-22 08:42:53,transfer
T0000318,C00002,C00070,39520.45,SEK,2026-01-22 10:30:29,transfer
T0000319,C00039,C00059,12252.28,SEK,2026-01-22 13:03:36,transfer
T0000320,C00025,C00060,26342.26,SEK,2026-01-22 14:39:55,transfer
T0000321,C00116,C00080,7645.75,SEK,2026-01-22 16:31:10,transfer
T0000322,C00100,C00039,19003.11,SEK,2026-01-22 17:35:14,transfer
T0000323,C00053,C00107,10391.55,SEK,2026-01-22 18:21:22,transfer
T0000324,C00075,C00048,48118.07,SEK,2026-01-23 00:04:08,transfer
T0000325,C00026,C00093,4852.05,SEK,2026-01-23 00:36:29,transfer
T0000326,C00020,C00016,1199.77,SEK,2026-01-23 03:35:59,transfer
T0000327,C00110,C00084,166.31,SEK,2026-01-23 07:13:06,transfer
T0000328,C00076,C00115,2464.69,SEK,2026-01-23 08:18:40,card
T0000329,C00043,C00076,7952.03,SEK,2026-01-23 09:16:41,transfer
T0000330,C00048,C00087,45443.76,SEK,2026-01-23 09:32:54,transfer
T0000331,C00088,C00099,22101.84,SEK,2026-01-23 10:35:05,transfer
T0000332,C00012,C00106,24823.94,SEK,2026-01-23 12:07:54,transfer
T0000333,C00096,C00033,2833.43,SEK,2026-01-23 12:24:01,transfer
T0000334,C00113,C00034,11454.03,SEK,2026-01-23 12:47:42,transfer
T0000335,C00026,C00086,3187.14,SEK,2026-01-23 12:59:22,transfer
T0000336,C00070,C00005,4036.75,SEK,2026-01-23 16:11:29,transfer
T0000337,C00102,C00014,1086.91,SEK,2026-01-23 18:27:49,transfer
T0000338,C00080,C00051,6717.0,SEK,2026-01-23 18:51:48,card
T0000339,C00063,C00001,16331.74,SEK,2026-01-23 19:13:01,transfer
T0000340,C00087,C00099,4192.94,SEK,2026-01-23 21:21:35,transfer
T0000341,C00113,C00034,9915.69,SEK,2026-01-24 00:12:56,transfer
T0000342,C00009,C00017,10168.85,SEK,2026-01-24 02:28:36,transfer
T0000343,C00017,C00065,8883.88,SEK,2026-01-24 05:17:09,transfer
T0000344,C00010,C00062,31913.64,SEK,2026-01-24 10:50:31,card
T0000345,C00034,C00055,135806.74,SEK,2026-01-24 11:14:28,transfer
T0000346,C00115,C00023,154161.38,SEK,2026-01-24 15:05:55,card
T0000347,C00057,C00070,42913.08,SEK,2026-01-24 15:59:46,transfer
T0000348,C00069,C00055,18279.6,SEK,2026-01-24 17:47:21,transfer
T0000349,C00099,C00034,9104.45,SEK,2026-01-25 01:41:47,transfer
T0000350,C00100,C00116,71306.22,SEK,2026-01-25 04:01:35,transfer
T0000351,C00105,C00026,9943.35,SEK,2026-01-25 06:53:41,transfer
T0000352,C00096,C00104,33487.08,SEK,2026-01-25 09:03:14,transfer
T0000353,C00064,C00070,3696.81,SEK,2026-01-25 12:16:29,transfer
T0000354,C00090,C00104,47765.51,SEK,2026-01-25 12:40:56,transfer
T0000355,C00026,C00022,27687.71,SEK,2026-01-25 15:18:45,transfer
T0000356,C00117,C00109,8859.5,SEK,2026-01-25 15:25:43,card
T0000357,C00066,C00031,38948.5,SEK,2026-01-25 15:26:07,card
T0000358,C00107,C00112,538.49,SEK,2026-01-25 15:45:49,transfer
T0000359,C00073,C00064,11955.85,SEK,2026-01-25 16:15:48,card
T0000360,C00113,C00080,13020.7,SEK,2026-01-25 16:56:26,transfer
T0000361,C00053,C00001,6914.58,SEK,2026-01-25 18:01:46,transfer
